X397_Dendritic.cells	X261_NK.cells	X607_T.cells	X501_T.cells	X383_Dendritic.cells	X331_Dendritic.cells	X1396_T.cells	X1446_Dendritic.cells	X669_NK.cells	X1129_NK.cells	X766_T.cells	X685_NK.cells	X1433_NK.cells	X349_Dendritic.cells	X1438_NK.cells	X138_T.cells	X285_NK.cells	X297_NK.cells	X123_NK.cells	X380_Dendritic.cells	X128_T.cells	X279_NK.cells	X1239_Dendritic.cells	X698_NK.cells	X65_Dendritic.cells	X378_Dendritic.cells	X1313_Dendritic.cells	X730_NK.cells	X67_Dendritic.cells	X675_NK.cells	X1268_Dendritic.cells	X1481_NK.cells	X870_T.cells	X355_Dendritic.cells	X72_Dendritic.cells	X12_NK.cells	X719_NK.cells	X655_NK.cells	X723_NK.cells	X654_NK.cells	X1418_T.cells	X1412_T.cells	X691_NK.cells	X207_T.cells	X20_Dendritic.cells	X413_Dendritic.cells	X681_NK.cells	X251_NK.cells	X871_T.cells	X663_NK.cells	X1201_Dendritic.cells	X1262_Dendritic.cells	X468_Dendritic.cells	X217_T.cells	X1212_Dendritic.cells	X293_NK.cells	X411_Dendritic.cells	X593_T.cells	X426_Dendritic.cells	X347_Dendritic.cells	X283_NK.cells	X768_T.cells	X1217_Dendritic.cells	X632_T.cells	X455_Dendritic.cells	X439_Dendritic.cells	X456_Dendritic.cells	X263_NK.cells	X1296_Dendritic.cells	X412_Dendritic.cells	X1247_Dendritic.cells	X187_T.cells	X665_NK.cells	X306_NK.cells	X1228_Dendritic.cells	X1225_Dendritic.cells	X296_NK.cells	X294_NK.cells	X718_NK.cells	X373_Dendritic.cells	X613_NK.cells	X302_Dendritic.cells	X674_NK.cells	X850_T.cells	X422_Dendritic.cells	X736_NK.cells	X1216_Dendritic.cells	X1055_NK.cells	X474_Dendritic.cells	X1309_NK.cells	X386_Dendritic.cells	X1331_T.cells	X913_NK.cells	X1213_Dendritic.cells	X706_NK.cells	X679_NK.cells	X449_Dendritic.cells	X1379_T.cells	X1378_T.cells	X1303_Dendritic.cells	X245_Dendritic.cells	X1366_T.cells	X362_Dendritic.cells	X678_NK.cells	X1449_NK.cells	X312_NK.cells	X1435_Dendritic.cells	X1361_T.cells	X358_Dendritic.cells	X28_T.cells	X141_T.cells	X250_NK.cells	X227_NK.cells	X326_Dendritic.cells	X230_NK.cells	X1324_Dendritic.cells	X385_Dendritic.cells	X1437_NK.cells	X428_Dendritic.cells	X105_T.cells	X1223_Dendritic.cells	X838_T.cells	X695_NK.cells	X1436_Dendritic.cells	X1386_T.cells	X239_NK.cells	X391_Dendritic.cells	X13_Dendritic.cells	X368_NK.cells	X687_NK.cells	X708_NK.cells	X1329_T.cells	X260_NK.cells	X1248_Dendritic.cells	X275_NK.cells	X418_NK.cells	X595_T.cells	X811_T.cells	X1294_Dendritic.cells	X647_NK.cells	X605_T.cells	X1447_NK.cells	X337_NK.cells	X733_NK.cells	X661_NK.cells	X538_T.cells	X327_Dendritic.cells	X36_T.cells	X1320_Dendritic.cells	X216_T.cells	X82_Dendritic.cells	X1205_Dendritic.cells	X712_NK.cells	X357_Dendritic.cells	X1300_Dendritic.cells	X845_T.cells	X336_Dendritic.cells	X726_NK.cells	X1282_Dendritic.cells	X107_T.cells	X1066_NK.cells	X1226_Dendritic.cells	X22_NK.cells	X177_T.cells	X1348_T.cells	X206_T.cells	X237_NK.cells	X1221_Dendritic.cells	X495_T.cells	X701_NK.cells	X877_T.cells	X1417_T.cells	X1427_Dendritic.cells	X1288_Dendritic.cells	X1258_Dendritic.cells	X314_NK.cells	X690_NK.cells	X916_NK.cells	X328_Dendritic.cells	X91_Dendritic.cells	X725_NK.cells	X590_T.cells	X1439_NK.cells	X1469_NK.cells	X541_T.cells	X333_Dendritic.cells	X142_T.cells	X1424_T.cells	X648_NK.cells	X857_T.cells	X756_T.cells	X147_T.cells	X354_Dendritic.cells	X241_NK.cells	X752_T.cells	X259_NK.cells	X540_T.cells	X1002_NK.cells	X252_NK.cells	X266_NK.cells
TMEM222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.041371133	3.692476261	0	0	9.800893472	0	0	0	0	0	0	0	0	0	0	4.21515803	7.081096081	0	9.517993976	0	0	0	0	4.199087242	8.947140848	2.426976578	1.866459377	0	5.514056588	0	0	0	0	7.324042011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.267206617	0	0	5.746887982	0	0	3.768976921	0	6.725602939	0	0	0	0	0	0	0	0	0	0	0	5.949970547	9.333757924	0	8.370166141	0	0	0	1.715634899	0	3.335842432	0	0	0	0	9.083805204	0	9.029029683	0	3.579193813	1.79894788	0	0	0	5.343888373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.009723056	0	0	0	8.82612064	0	7.464655174	0	0	0	0	9.428245658	0	0	0	0	0	0	0	8.720573555	0	1.991096933	0	0	0	2.112483808	3.191547867	0	2.899570911	6.954357918	0	9.529429111	0	9.294329317	0	0
HCRTR1	4.956472955	6.447324032	0	4.879154238	0	0	5.142555794	5.07332075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.224892863	0	0	3.929734311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.884939541	0	0	0	0	4.574661507	6.182154301	0	4.530736695	7.302919011	0	0	0	0	0	0	0	3.528533693	0	0	6.123607467	6.991024459	0	4.029222483	4.372161171	0	0	0	6.505693679	0	0	2.177541514	0	5.677032366	0	0	5.592586883	0	0	0	6.30390544	2.588657026	0	0	6.027232816	0	0	0	4.701953561	0	5.622740427	0	0	0	0	2.015733121	6.356954002	6.048334446	0	0	0	0	0	0	0	4.652441024	0	4.965791937	0	4.423814085	0	0	0	0	6.466573999	0	0	0	6.707683331	0	0	0	0	4.899362383	0	0	0	4.162877323	4.156056498	0	0	0	0	0	6.154967698	4.755409977	0	0	6.383997125	0	0	0	0	0	3.676819868	4.136198345	0	0	6.984847871	0	3.905887481	0	0	0	0	0	0	6.160216314	0	7.465531126	6.000525029	0	4.226158808	0	0	0	4.918042717	6.211502913	0	7.062827779	0	0	0	0	0	0	5.333935119	5.754007733	6.836125764	0	0	0	7.039931493	6.467963844	5.636504183	0	0	0	5.153462965
CSF3R	0	0	0	0	7.181301363	0	0	9.1219245	0	0	0	0	0	8.14939431	0	0	0	0	0	6.14054141	0	0	5.330175527	0	2.878186307	7.865012835	0	0	0	0	6.687234882	1.058756612	0	5.759400038	8.928720643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.880543606	8.313747673	0	0	0	0	0	0	5.631258167	6.179237605	0	0	5.846961307	0	5.641718829	7.597836857	8.110386909	0	8.081717629	0	0.971348807	0	0	0	6.931672174	1.270528863	0	0	0	8.674270608	0	0	0	0	0	0	5.190397533	0	9.026959227	0	8.561629935	0	0	3.91196462	0	0	0	0	0	5.621002456	0	0	5.651436303	0	0	1.46184837	5.422398247	0	0	1.279839811	1.493541715	0	0	0	0	0	6.347642741	0	6.5550023	0	8.142552678	0	0	5.995655311	1.31244054	1.690681694	0	0	8.154942565	0	0	0	0	6.607665419	0	6.435925853	0	0	3.65947232	0	0	0	9.889231474	0	0	0	5.581010954	0	0	0	10.41713807	9.607657431	0	0	5.358271431	0	5.656620276	0	3.310489308	0	0	5.673860749	0	0	0	0	0	7.107113259	0	0	0	0	7.767943754	1.703612982	0	1.81629814	0	0	8.820684164	2.646620083	0	1.894880038	0	1.035748246	1.509803593	3.390785413	0	0	0	0	0	0	0	0	1.714114435	0	0	0	0	0
BMP8A	0	0	0	0	0	0	0	1.88023212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615142881	0	0	3.568545824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72286551	0	0	0	0	0	0	0	0	0	0	5.219965652	0	0	0	0	0	1.916096458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595163898	0	0	0	0	0	1.527588662	0	3.657957583	0	0	0	0	0	0	0	0	0	0	7.449633054	0	0	0	0	0	0	0	0	0	0	0	0	0	4.889011239	0	1.563742065	0	4.642438182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.977055177	0	0.97565854	0	0	0	0	0	1.253051787	0	0	0	0	0.652776868	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391006191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP8B	0	0	0	0	0	0	0	0	0	4.455084168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.517581101	0	0	0	0	0	0	0	3.72059778	0	0	2.785817355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.977654789	1.053946696	0	1.832126368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.282334512	0	0	0	0	0	0	0	0	2.978815308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801206674	4.733148267	0	0	4.283194193	0	0	0	0	0	0	0	1.845676872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB3BP	7.953036504	0	0	0	4.668421094	0	5.931590789	0	10.72505546	7.744163612	0	0	0	0	0	0	0	0	0	0	6.177682099	0	0	0	10.61717705	0	3.814990753	0	0	6.101734339	2.503341026	5.918332969	0	0	0	0	0	0	0	0	4.620645317	5.268651427	6.707907965	0	0	0	0	0	7.682147545	0	8.576031799	0	3.992824387	0	0	0	0	0	0	0	0	0	0	0	0	2.143465462	0	0	0	0	0	0	0	0	6.589805472	0	0	0	0	0	7.462697832	0	0	0	0	6.057476726	0	0	0	0	0	0	0	0	5.203449674	3.003693246	0	0	0	3.286168254	0	7.896188388	0	2.852646735	0	0	3.017706883	0	8.508347423	0	1.914457566	0	0	0	0	0	3.177234532	0	0	7.133280058	0	0	0	4.382784612	0	0	5.146052359	4.768913832	0	0	0	0	6.095174207	0	0	0	5.898073853	9.883547499	0	0	0	0	3.931666471	0	0	6.037347717	4.754715863	1.852308164	5.906033041	0	0	0	0	0	3.136355751	0	0	0	0	0	6.874556215	0	0	3.70917112	0	0	0	0	0	0	7.273335506	0	0	7.598464587	0	0	0	7.753241893	0	0	0	0	0	0	0	0	0	0	0	0	0	5.540934204	0	0	0	5.422347166	0	0	0	0
JAK1	5.829740987	8.412178872	2.551845834	4.000943638	6.826035487	7.406167588	2.517959803	9.557121387	9.652118011	8.743891655	9.167896939	8.856947334	9.167281224	5.71866874	7.619351794	1.970616464	8.516420819	9.389676978	8.630218284	6.574284889	4.699223469	3.68727936	5.691914096	1.866752574	0	5.914086931	6.194255477	1.338217824	8.019860245	9.552601297	4.514153335	7.543252019	9.363205534	6.353856067	0	8.410361568	6.725820406	8.137166439	9.477798673	10.63517063	7.828837161	0	7.949154912	7.513883762	4.747498624	6.097504664	7.73735991	8.747119795	6.259245118	7.203338106	7.892323436	6.438951944	1.701336177	8.103327987	1.699191922	8.425880364	6.655893628	8.546749055	7.783454739	5.904817086	7.939377152	6.651708224	2.384912249	1.297514703	0	8.11115292	1.879169633	8.600977565	5.621464429	8.311759224	7.7051528	7.079615776	8.01022538	8.836729753	7.371174355	6.174278801	9.494980958	2.493880081	8.293629588	9.899960121	9.288485005	1.917832341	9.280704148	4.080607013	3.430225317	9.837591728	3.46770014	7.636349573	8.954892198	7.405686707	2.695877072	4.956800134	7.489843031	6.458002312	8.562270554	9.540824765	7.798885473	0	0	0	8.596111788	6.842831144	8.898911472	9.055747709	9.617050684	9.871235986	7.344476709	4.800297999	7.482311772	8.784379827	8.183407634	2.819231162	6.973979302	6.432582386	3.818056765	7.006810195	7.937155168	6.712128889	5.163836822	1.667385045	6.652867792	6.425145848	6.559294054	7.017392712	0	5.462349653	7.092022102	3.111868845	4.10256991	7.119877594	3.420366998	4.276063075	8.544783995	5.807760711	8.042816562	0	8.920304866	9.426115749	6.671095901	7.237798551	3.485984102	4.690620752	4.187314449	8.880379584	4.823232151	10.25704334	7.519290156	8.282239746	7.455909703	2.950020186	3.711339786	7.822156862	1.68608725	4.025900718	3.917879923	0	0	9.522905406	6.48084259	9.028456089	7.609746804	3.016331897	9.259128465	8.39816324	7.052244391	0	7.465544187	5.068682313	5.985137189	5.227329841	8.878881685	0	5.642462368	0	5.826068269	10.12599218	0	6.867434234	7.19254462	0	0	10.02684307	8.418088493	6.348943396	10.22954638	6.07958736	9.277242535	5.473310316	0	1.782742527	8.839123536	8.969349886	4.137987586	8.881213315	8.976003355	7.757464013	6.694294724	0	8.305915579	8.575131835
LEPR	0.984995214	0	0	0	1.456723437	0	0	3.826352307	0	0	0	0	0	6.496404212	4.431118079	0	0	0	0	0	0	0	0	3.288147875	3.21795757	1.847318547	1.084461557	10.10090107	0	0	0	0.772328626	0	6.438469105	0	0	0	2.814394428	0	0	0	0	0	0	0	4.233216478	0.65473467	0	0	0	2.713873798	0	2.069384435	0	5.512955778	0	3.513009564	1.39322494	0	0	0	0	2.321032458	0	0	0	4.573876865	0	0	0	0	3.702673646	0	0	3.114265378	0.547609523	0	0	5.634079649	2.832665587	0	0	0.731483034	0	0	0	0	0	0	0	0	0	0	0	0	0	8.825317925	0	0	0	0	0	0	0	0	0	0	0	1.893101385	0	0	0	0	1.258923495	0	0	2.40869429	0	2.621379306	0	0	0	0	2.702108211	0	0	0	0	1.543017843	0	0	0	0	0	4.854334395	0	0	0	0	0	0	0	0	0	0	0	2.993310354	3.354787118	2.550751816	0.540821835	0	5.311404496	0	0	1.079440548	0	1.801661515	0	0	0	0	1.421051224	3.945385827	0	0	0	0	0	3.79776133	0	6.193057404	0	2.632325537	0	0	0.867274869	0	2.428264666	1.581427381	0	0	0	4.693697738	0	0	2.360397938	0	0	0	0	0	2.220522685	4.551635513	0	4.49950779	0	0	0	0	0
IL23R	0	0	0	0	0	0	0	0	0	9.176597054	0	0	0	0	0	9.25055235	0	0	0	0	7.967451186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.476909007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.41956899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.930647913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.678001904	1.568766936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.33804626	0	0	0	0	0	0	0	0	0	9.251686457	0	0	0	0	5.128094312	9.537693051	0	0
TGFBR3	0	7.514334999	0	1.959318901	0	0	0.933462906	0	0	5.552850009	0	0	5.514070371	0	2.177205207	0	6.629815175	6.251542618	1.114852293	0	0	7.110632543	0	0	4.160846138	0	0	0	0	0	0	0	0	0.957776166	0	6.530448556	0	2.562695568	7.458408862	0	6.606960912	0	7.467131748	0	0	0	0	8.681644878	7.792751102	0	0.680837881	0	0.900573683	0	0	3.980250531	6.025632704	2.313024772	0	0	8.918932368	0	0	0	0	0	0	6.390573496	0	0	0	6.088344813	0	0	0	0	0	6.730774021	5.303097378	0	0	0	8.185067332	0.907156481	0.956832451	6.735219061	0	0.814074641	0	0	1.038809757	0	6.969836498	0	9.507745627	0	1.464329699	0	0	0	0	0.766177959	0	7.624354551	0	0	0	5.074121946	1.305589086	0.815013273	0	0	9.471072546	0	3.918652467	0	0	0	0	7.86962049	0	0	8.008593695	0	0	8.40354546	0	0	6.383910997	7.622017902	8.977576865	4.872290262	7.947978566	0	7.559046506	0	0	1.273634014	0	9.123061236	5.144336887	0	0	0	0	5.692813856	1.092685015	7.815850321	0	5.099849794	0	0	9.125237452	0	0	0	2.334698426	0	0	0	0	0	0	7.828484766	0	0	9.279727193	0	0	7.177007905	0	0	0	0	0.6633008	1.226996449	6.580381465	0	0	0	7.442040552	1.290195587	0	5.937899051	0	0	7.390645632	0	7.09415711	0	4.894347295	0	0	7.599050096	0	1.030548389	0	0	7.746615851	0
VCAM1	0	0	0	0	7.949811718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.445691723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.617660219	0	0	0	0	0	7.71392903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.550165592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.353935647	0	0	0	0	0	0	0	0	7.076865149	0	0	0	0	0	0	0	0	0	8.764546359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.726869631	0	0	2.550901227	0	3.77866687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.295660828	1.906014179	0	0	1.411836023	9.061272349	0	0	0	0	0	10.28009107	0	0	0	0	0	0	0	0	0	0	1.713161436	0	0	0
SORT1	4.944092119	0	0	0	5.756646451	0	0	1.950235383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.106981062	0.965265845	0	6.391860741	3.952718351	0	0	0	0	0	0	0	5.631799099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.786136314	0.642489412	0	0	0	0	0	0	0	0	0	0	0	1.363905705	1.597597585	2.118129856	0	0	5.851275767	0	0	0	0	0	6.332520297	0	0	0	0	3.659966245	0	0	0	0	0	0	4.322563616	0	6.53902065	0	1.984499945	0	0	1.182622711	0	0	0	0	0	0	0	0	5.551768152	0	0	0	0	0	4.60818259	0	0	0	0	2.062738932	0	0	4.766362046	0	1.744568294	0	0	0	0	0	0	0	0	0.384744913	1.295891977	0	0	0	0	0	0	0	0	0	0	0	0	0	1.349803604	0	0	0	0	0	0	0	1.964225205	4.951772872	0	0	0	0	2.257210169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.315416628	5.554433682	0	0	0	0	7.02832858	0	0	0	0	0	0	5.65874078	0	0.747876205	0	0	0	0	0	0	0	0	0	0	0	0
CSF1	0	0	0	1.317786685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.11823281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.939573819	0	0	0	0	1.542178633	7.431622162	0	5.909433765	0	0	0	0	8.455948403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.60235651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.843112057	0	0	0	0	0	0	6.709886792	0	0	0	0	0	7.991151107	5.653920805	0	0	0	0	0	0	0	7.713106036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.412797545	7.373423422	0	9.919530076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.696502493	0	0	0	0	0	0	0	0	7.285918972	8.29162222	0	0	0	0	0	0	0	1.174753642
KCNA3	0	8.494440055	0	0	0	0	0	0	7.101763067	0	0	0	0	0	8.792104449	8.603498126	5.982282714	0	0	0	1.68655846	8.511752953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.885068527	0	0	0	0	0	0	0	0	5.898465624	10.01918441	0	0	0	0	0	0	0	5.406936498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.635680677	0	0	8.314959989	0	0	0	0	0	0	0	0	0	1.765669011	0	7.488142792	0	0	0	7.262965782	0	0	0	5.896367025	0	7.374077942	7.97844014	0	1.533034608	0	5.75229866	0	0	0	0	0	0	2.09986413	0	0	0	0	0	0	1.490533191	0	0	0	0	0	0	0	0	0	4.466122928	0	0	0	0	0	0	0	0	0	0	2.449727349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.615837868	0	0	1.67511326	0	7.048945807	0	4.39867803	0	0	0	0	0	0	0	0	0	0	0	0	0	1.549536943	0	1.588586189	6.932852972	0	1.507413205	0	0	0	0	0	0	7.976480964	2.161998192	2.745340437	1.373667466
CD53	10.35695337	9.558338445	10.13784092	10.38792906	10.37979074	9.855866154	12.07830064	8.174357291	11.51783292	11.18641451	9.71635016	11.23761191	12.69304649	10.91882111	10.08458289	11.6880071	10.68859076	8.578343117	12.14305944	9.793434771	11.51162462	9.415782113	10.70061054	11.60117265	3.916729524	10.00589167	11.08875289	12.88170339	12.26093749	11.58891849	9.79994138	10.49805851	10.87210778	10.87486715	6.456282679	12.32611109	11.43556647	10.67994803	11.2582987	11.23066285	11.2745901	11.55001888	12.1712995	12.10904007	9.286507546	9.727418412	12.034376	9.793614339	11.55917584	10.92548956	10.09524332	9.934211657	11.19399651	0	9.084140515	0	9.197809236	11.50528912	8.810144838	12.91709445	9.810775449	10.89908331	9.758868281	11.27900914	12.58993716	10.30171675	4.745796802	11.98686055	10.42562897	11.2519862	1.647448722	10.14022139	9.816289716	2.573911333	11.77664246	10.44107757	10.49482283	3.990220912	11.82852977	11.74078249	12.40846418	9.941698101	9.928292836	11.14433176	10.62627206	12.27786686	10.61453282	11.43127429	11.35360848	9.443940681	9.972903132	10.64426532	9.698585438	11.76531893	11.15633372	11.75648991	9.127527679	11.61204107	12.09364715	11.19893109	7.34471448	11.71931537	0	13.10115758	4.045576912	12.12197172	11.5394693	9.639592378	11.08379034	12.50419532	11.14114818	10.35054219	0	10.66949153	0	10.17679862	10.6460041	2.30751598	9.438996109	6.628482291	10.17147918	11.47796754	12.0924392	11.58339382	11.10194037	11.22887678	7.165307946	8.765335965	3.807489819	11.7172674	11.46909607	10.95887221	11.48172038	10.09441475	9.927714924	9.026278656	11.60856597	11.62126467	11.83337259	10.57158976	11.90021175	12.85300417	10.47090464	11.99891297	11.46389376	12.07588261	6.428519625	12.85615612	8.84489914	10.67255402	3.803551828	9.761937544	12.72035899	11.62699132	10.37921772	9.309682539	10.69717408	12.42313207	9.701886175	6.548531977	12.36332625	10.72328582	10.95564805	11.2476341	12.39314738	8.985896488	11.10327344	11.02520239	12.67207955	11.43651261	11.03157482	9.537329475	11.47641339	7.916080148	9.662098924	10.72431672	12.36784661	10.15906519	11.25310905	9.040827831	11.73427734	12.31845083	10.52577984	11.37914657	9.986156653	11.1140447	12.30622458	11.81858696	11.37581075	9.978945771	9.819307649	6.589713781	9.359271633	8.65714195	9.249524604	9.817524026	11.04549306	3.069919125	9.332344478	11.03451165
CD58	8.250731444	0	0	2.467524112	0	8.956416909	0	5.467773574	0	9.248794412	0	0	9.06311407	0	7.061857195	0	0	5.116667524	0	8.119481493	10.0928053	6.224604996	2.058636129	9.382396012	0	0	7.631411418	0	10.29744632	9.87891697	7.090815512	1.891333475	0	5.637301362	2.830641951	7.249565139	0	9.438447755	0	2.770021274	0	0	0	0	7.046026445	0	8.532466119	0	8.102420548	0	5.243736025	6.37323254	0	0	0	3.451108509	0	0	4.696167928	0	0	2.873007773	0	0	0	7.868294346	10.50818145	2.510866608	4.403107259	0	5.751540867	0	10.44748986	7.076682495	8.380370192	8.30152597	0	0	4.747763114	0	0	5.366605063	0	0	0	3.213591445	6.844362052	0	0	0	7.128614582	0	0	6.089974608	10.09189238	0	0	2.119549283	9.402272136	9.07928881	0	8.607644745	0	0	9.857268164	0	0	8.772491216	0	2.193096664	0	0	0	0	3.391395457	7.911669284	0	0	8.937038345	3.15110289	5.003587986	6.746141344	0	6.128964257	10.4629551	2.716820391	0	2.027466729	0	0	0	0	0	7.727931312	0	0	0	0	2.08220863	0	0	0	0	0	0	2.656289238	4.08656489	8.147789481	0	9.684009785	8.195537476	0	10.04081583	10.34195248	7.89154278	2.25029425	9.021219069	0	0	0	7.615116805	7.184684066	3.149951637	0	0	0	6.730944616	3.105856746	4.869279211	2.651416882	10.99170962	0	3.042172587	2.732689465	0	10.503879	0	0	2.266993434	0	4.450184001	10.73837889	2.556534028	8.606752804	0	7.920936202	0	2.970662944	0	0	0	11.19845959	0	2.650005598	0	0	2.639746564	8.489611677	0	9.922536243
CD2	0	0	2.597858463	9.534992344	0	0	12.05166414	0	0	0	12.17077875	10.39862038	0	3.00030513	0	12.01280367	0	3.954079062	9.615802164	0	2.480295425	10.39335892	0	0	3.875421173	0	8.502629118	0	0	0	0	10.22276435	11.53032848	2.267763427	0	3.223344622	3.788344197	0	2.17729362	8.557346001	8.57960356	11.2104998	0	11.89093523	1.882545852	8.150466088	4.780456488	10.30210179	13.46252039	0	1.783265925	3.422384229	0	10.97940221	5.644859178	10.89780731	1.786812814	10.77996363	0	2.576142074	0	12.36528014	0	10.30437945	0	0	0	0	6.304925206	0	0	11.59293722	6.205131347	0	0	2.014748368	0	10.51137456	0	4.011446271	2.977641546	3.272221098	2.419507906	10.57475485	0	0	1.565877485	0	0	0	2.397849848	12.57920682	2.358228823	7.596458762	10.63705998	0	8.123320944	9.982392181	9.757505498	0	0	11.58062983	0	0	0	0	7.8545853	12.18213166	10.33132597	11.10291582	12.23285816	2.516244445	0	2.482490017	0	6.35316577	8.698724471	0	0	8.809801347	7.787354622	9.699086314	0	9.694942339	12.21103771	10.95287773	0	6.758091456	0	0	0	10.97419654	2.586014821	2.332047362	0	0	10.67073163	12.20979623	0	8.589814092	8.299731585	0	0	0	10.20290701	9.342458793	0	11.83044403	0	10.00225272	0	0	2.155982231	0	0	10.85895276	0	0	0	11.96484818	0	1.91190198	9.43540199	10.08163877	11.86714232	10.64138362	0	2.095622227	9.21956788	10.29958212	12.02058064	11.9655071	0	2.550811924	1.750012409	0	2.628035967	0	2.918979525	0	0	9.854711367	4.154501683	1.705324165	11.95100053	0	11.00297336	10.6024811	0	9.313581412	10.87424301	11.95700162	0	3.333715518	10.39508282	2.384786709	9.851846911	9.287961899	2.784190925	9.499100019
